MID,DBA Name,VI/MC,AMEX,DISC,DEBIT,EBT,,VI/MC,AMEX,DISC,DEBIT,EBT
7641110042405678,PEV'S PAINTBALL          ,0.52,0.52,0.52,,,,0.23,0.23,0.23,,
7641110042405684,CROCODILE RESTAURANT & BA,0.1,0.1,0.1,,,,0.1,0.08,0.1,,
7641110042405686,KAPALUA ZIPLINES         ,0.23,0.23,0.23,,,,0.1,0.13,0.1,,
7641110042405688,REBOUND HAWAII LLC       ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042405703,"RAFFA'S CARNICERIA, PANAD",0.17,0.17,0.17,0.07,,,0.11,0.08,0.11,0.11,0.15
7641110042405705,HARBOR HOUSE INN         ,0.12,0.12,0.12,,,,0.11,0.08,0.11,,
7641110042405710,CALIFORNIA JUDGES ASSOCIA,1.54,1.54,1.54,,,,,0.08,,,
7641110042405711,GREATER LOS ANGELES NEW C,1.54,1.54,1.54,,,,,0.08,,,
7641110042405719,ELLE LUI HAIR SALON      ,0.1,0.1,0.1,,,,0.12,0.12,0.12,,
7641110042405722,QUICK'S AUTOMOTIVE       ,0.17,0.17,0.17,,,,,,,,
7641110042405730,YARD N GARDEN LAND       ,0.12,0.12,0.12,0.02,,,0.13,0.13,0.13,0.13,
7641110042405733,GTD STORE #3             ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042405750,UNITY SHOPPE GIFT SHOP   ,0.32,0.32,0.32,,,,0.11,0.08,0.11,,
7641110042405757,BACK AT THE RANCH        ,0.12,0.12,0.12,,,,0.11,0.08,0.11,,
7641110042405774,YASUKO                   ,0.2,0.2,0.2,,,,0.12,0.12,0.12,,
7641110042405775,YASUKO KIMONO            ,0.2,,0.2,,,,0.12,0.12,0.12,,
7641110042405785,CARPINTERIA VETERINARY HO,0.11,0.11,0.11,,,,0.09,0.09,0.09,,
7641110042405794,FRIENDS OF THE HIGH LINE ,0.47,0.47,0.47,,,,0.23,0.23,0.23,,
7641110042405802,"SANTA YNEZ INN, LLC      ",0.12,,0.12,,,,0.21,0.21,0.21,,
7641110042405803,MAKANI SANDS             ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042405827,IAN'S TIRE & AUTO REPAIR ,0.12,,0.12,,,,0.11,0.08,0.11,,
7641110042405856,LOPEZ + LEFTY'S          ,0.36,,0.36,,,,0.13,0.08,0.13,,
7641110042405871,BOLLYWOOD THEATER        ,0.09,0.09,0.09,0.09,,,0.13,0.13,0.13,0.13,
7641110042405881,HOBIESWIM                ,0.32,0.32,0.32,,,,0.18,0.18,0.18,,
7641110042405891,KENO'S CANYON CATERING   ,0.12,,0.12,,,,0.07,0.08,0.07,,
7641110042405903,MUG SHOTS                ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042405905,HAYDON BRO'S             ,0.12,0.12,0.12,,,,,0.08,,,
7641110042405915,BEST WESTERN SEVEN SEAS  ,0.06,,0.06,,,,,0.08,,,
7641110042405916,CREEKSIDE INN            ,0.06,,0.06,,,,,0.08,,,
7641110042405917,ELAN HOTEL               ,0.06,,0.06,,,,,0.08,,,
7641110042405918,EMPRESS HOTEL            ,0.06,,0.06,,,,,0.08,,,
7641110042405919,INN AT UNION SQUARE      ,0.06,,0.06,,,,,0.08,,,
7641110042405920,BRISTOL HOTEL            ,0.06,,0.06,,,,,0.08,,,
7641110042405921,HOTEL GRIFFON            ,0.06,,0.06,,,,,0.08,,,
7641110042405922,KING GEORGE HOTEL        ,0.06,,0.06,,,,,0.08,,,
7641110042405931,WWW.808TAX.COM - ASA MARK,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042405935,BISTRO24OC.COM           ,0.17,0.17,0.17,,,,0.13,0.18,0.13,,
7641110042405936,BEST WESTERN 7 SEAS F&B  ,0.06,,0.06,,,,,0.08,,,
7641110042405939,NICKSON'S MACHINE        ,0.22,0.22,0.22,,,,0.13,0.08,0.13,,
7641110042405940,RON & WAYNE'S AUTO       ,0.12,0.12,0.12,,,,,0.08,,,
7641110042405945,TNA AUTO REPAIR          ,0.32,0.32,0.32,,,,0.13,0.13,0.13,,
7641110042405952,SHADOW TRAILERS          ,0.15,0.15,0.15,,,,0.05,0.08,0.05,,
7641110042405953,SHADOW TRAILERS - RETAIL ,0.15,,0.15,,,,0.05,0.08,0.05,,
7641110042406010,OFF ROAD WAREHOUSE       ,0.05,,0.05,,,,,0.08,,,
7641110042406011,OFF ROAD WAREHOUSE       ,0.05,,0.05,,,,,0.08,,,
7641110042406012,OFF ROAD WAREHOUSE       ,0.05,,0.05,,,,,0.08,,,
7641110042406029,INDIGO PAIA              ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042406031,YVES' BISTRO             ,0.12,,0.12,,,,,0.08,,,
7641110042406048,ANGEL FACE               ,0.06,0.06,0.06,,,,0.12,0.12,0.12,,
7641110042406052,CLIPS                    ,0.12,0.12,0.12,,,,0.095,0.095,0.095,,
7641110042406065,CHRISTOPHER EGAN GALLERIE,0.05,0.05,0.05,,,,0.09,0.09,0.09,,
7641110042406069,CALIFORNIA MORTGAGE ASSOC,0.32,0.32,0.32,,,,,0.08,,,
7641110042406083,BERKELEY POINT 1         ,0.6,0.6,0.6,,,,0.26,0.23,0.26,,
7641110042406092,BEADNELL FAMILY DENTISTRY,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042406101,7 DAY NURSERY            ,0.22,0.22,0.22,,,,0.11,0.09,0.11,,
7641110042406104,CLIPS -ONLINE            ,0.12,0.12,0.12,,,,0.095,0.095,0.095,,
7641110042406119,PURE ELEMENTS - JT       ,0.27,0.27,0.27,,,,0.23,0.23,0.23,,
7641110042406131,WINE + BEER              ,0.07,0.07,0.07,,,,0.07,0.07,0.07,,
7641110042406141,PETER'S BAR & GRILL      ,0.24,,0.24,,,,0.11,0.11,0.11,,
7641110042406148,IDENTITY BOARDSHOP       ,0.12,,0.12,0.12,,,0.11,0.08,0.11,0.11,
7641110042406149,LAW OFFICES OF DANIEL BAR,0.52,0.52,0.52,,,,0.13,0.13,0.13,,
7641110042406178,HOOD AVENUE ART          ,0.2,0.2,0.2,,,,0.11,0.11,0.11,,
7641110042406185,BEAVERTON DENTAL WORKS   ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042406186,PORTLAND DENTAL WORKS    ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042406195,KUA'AINA - HALEIWA       ,0.07,,0.07,,,,0.1,0.1,0.1,,
7641110042406197,DORIS TODD MEMORIAL CHRIS,0.12,1.66,0.12,,,,0.03,0.13,0.03,,
7641110042406202,DIAMOND BAR OPTOMETRIC CE,0.17,0.17,0.17,,,,0.08,0.08,0.08,,
7641110042406204,PINE STATE BISCUITS      ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042406205,JACKKNIFE                ,0.26,0.26,0.26,,,,0.1,0.1,0.1,,
7641110042406214,AF JEWELERS              ,0.27,0.27,0.27,0.27,,,0.13,0.13,0.13,0.13,
7641110042406215,CALIFORNIA ESCROW ASSOCIA,0.32,0.32,0.32,,,,,0.08,,,
7641110042406216,ADCNC                    ,0.52,0.52,0.52,,,,,0.08,,,
7641110042406232,HONOLULU FLORIST         ,0.52,0.52,0.52,,,,0.13,0.13,0.13,,
7641110042406238,LOST & FOUND             ,0.12,0.12,0.12,,,,,0.08,,,
7641110042406259,AMERICA'S BEST VALUE ASTO,0.22,,0.22,,,,,0.08,,,
7641110042406266,CAREY HAWAII TRANSPORTATI,0.37,0.37,0.37,,,,0.13,0.13,0.13,,
7641110042406280,WOMEN WHO RUN WITH WOLVES,0.27,,0.27,,,,0.13,0.13,0.13,,
7641110042406302,YUMMY BBQ - WAIKIKI      ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042406310,LOST & FOUND - SANTA MONI,0.12,,0.12,,,,,0.08,,,
7641110042406350,COVER NETWORKS           ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042406357,ALLE-PIA FINE CURED MEATS,0.11,0.11,0.11,,,,0.22,0.22,0.22,,
7641110042406360,PORTLAND WINE MERCHANTS  ,0.22,0.22,0.22,0.02,,,0.08,0.08,0.08,0.08,
7641110042406374,LOS AMIGOS               ,0.09,,0.09,,,,0.1,0.1,0.1,,
7641110042406395,IDLEWILD                 ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042406396,WWW.PASS.US              ,0.07,0.07,0.07,,,,0.06,0.08,0.06,,
7641110042406422,MOMIJI JAPANESE RESTAURAN,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042406429,"INOGEN, INC.             ",0.05,,0.05,,,,0.08,0.08,0.08,,
7641110042406431,COLUMBIA MOTORCYCLE CO   ,0.07,0.07,0.07,0.07,,,0.1,0.1,0.1,0.1,
7641110042406432,RIVERSIDE COUNTRY CLUB - ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042406433,RIVERSIDE COUNTRY CLUB - ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042406434,RIVERSIDE COUNTRY CLUB - ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042406477,ECONOLODGE INN & SUITES  ,0.12,,0.12,,,,,0.08,,,
7641110042406526,SANTA BARBARA WINE COLLEC,0.025,0.035,0.025,,,,0.06,0.06,0.06,,
7641110042406549,TOMMY'S WINDOW TINTING   ,0.22,0.22,0.22,0.02,,,0.13,0.13,0.13,0.13,
7641110042406554,CASANOVA LOUNGE          ,0.14,0.14,0.14,,,,0.13,0.13,0.13,,
7641110042406569,LOLO'S                   ,0.32,,0.32,0.02,,,0.13,0.13,0.13,0.13,
7641110042406578,PORTLAND PERIODONTICS    ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042406579,LUNDE'S SOLVANG AUTO REPA,0.42,0.42,0.42,,,,0.12,0.09,0.12,,
7641110042406607,RUBBER STAMP PLANTATION  ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042406620,OLSON FAMILY DENTISTRY   ,0.12,0.12,0.12,,,,,0.08,,,
7641110042406640,LA VILLA                 ,0.22,,0.22,,,,0.11,0.08,0.11,,
7641110042406643,BUONA FORCHETTA          ,0.06,0.06,0.06,,,,0.09,0.09,0.09,,
7641110042406644,RINCON BREWERY           ,0.09,0.09,0.09,,,,0.12,0.08,0.12,,
7641110042406645,BARLOW TAVERN            ,0.1,0.1,0.1,,,,0.11,0.11,0.11,,
7641110042406654,COMMUNITY PLATE          ,0.22,0.22,0.22,,,,0.1,0.1,0.1,,
7641110042406659,EUDY DOOR CO. & GARAGE DO,0.97,0.97,0.97,,,,,,,,
7641110042406684,THE D+D GROUP            ,0.12,0.12,0.12,,,,0.12,0.18,0.12,,
7641110042406719,PORKY'S PIZZA            ,0.12,,0.12,,,,0.1,0.08,0.1,,
7641110042406720,TIMBERS - JUPITER        ,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042406722,TODD'S TIRE FACTORY      ,0.32,0.32,0.32,0.02,,,0.18,0.18,0.18,0.18,
7641110042406743,HIDENTITY SURF           ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042406746,DU'S GRILL               ,0.47,0.47,0.47,,,,0.15,0.15,0.15,,
7641110042406753,NEW TO YOU THRIFT SHOP   ,0.32,0.32,0.32,,,,0.11,0.11,0.11,,
7641110042406754,PRECISION EASY SMOG      ,0.22,0.22,0.22,,,,,,,,
7641110042406776,IRON WORKERS LOCAL UNION ,0.42,,0.42,,,,0.21,0.21,0.21,,
7641110042406779,CANTERBURYGARDENS.COM    ,0.28,0.28,0.28,,,,0.05,0.08,0.05,,
7641110042406816,LOVEBIRD BOUTIQUE AND JEW,0.32,0.32,0.32,,,,0.13,0.09,0.13,,
7641110042406821,NOBLE MOTORS INC         ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042406822,SHWOOD                   ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042406831,SCOTTIES AUTO BODY       ,0.12,0.12,0.12,0.12,,,0.13,0.13,0.13,0.13,
7641110042406834,PROFESSIONALS CHOICE     ,0.27,0.27,0.27,,,,0.095,0.095,0.095,,
7641110042406835,PROFESSIONALS CHOICE     ,0.27,0.27,0.27,,,,0.095,0.095,0.095,,
7641110042406836,PROFESSIONALS CHOICE     ,0.27,0.27,0.27,,,,0.095,0.095,0.095,,
7641110042406837,PINE STATE BISCUITS      ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042406838,LAGUNA SUPPLY            ,0.18,0.18,0.18,,,,0.11,0.11,0.11,,
7641110042406839,BALSAM HILL              ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042406842,HOWARD'S KLEINE WERKS    ,0.12,0.12,0.12,,,,,,,,
7641110042406848,WRONA'S QUALITY AUTO REPA,0.32,0.32,0.32,,,,,,,,
7641110042406863,PACIFIC MOTORSPORTS      ,0.17,0.17,0.17,0.02,,,0.13,0.13,0.13,0.13,
7641110042406872,SANTA BARBARA PUBLIC MARK,0.07,0.07,0.07,,,,0.07,0.07,0.07,,
7641110042406873,CORD                     ,0.4,0.4,0.4,,,,0.13,0.13,0.13,,
7641110042406895,NATURE'S FINEST NUTRITION,0.37,0.37,0.37,,,,0.13,0.13,0.13,,
7641110042406897,LOW BROW LOUNGE          ,0.17,0.17,0.17,,,,0.13,0.11,0.13,,
7641110042406900,ADVANCED ENDODONTICS     ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042406906,LOS ANGELES ASSOCIATION O,0.52,0.52,0.52,,,,0.08,0.08,0.08,,
7641110042406907,GOLDEN GATE ASSOCIATION O,0.52,0.52,0.52,,,,0.08,0.08,0.08,,
7641110042406932,OLGA BARRON PHOTOGRAPHY  ,0.09,0.09,0.09,,,,0.1,0.1,0.1,,
7641110042406940,MACALLANS PUBLIC HOUSE   ,0.06,0.36,0.06,,,,0.08,0.08,0.08,,
7641110042406948,AARON'S DIVE SHOP        ,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042406954,NORTH PORTLAND BIKE WORKS,0.08,0.08,0.08,,,,0.09,0.09,0.09,,
7641110042406955,TANTE'S ISLAND           ,0.17,0.17,0.17,,,,0.1,0.1,0.1,,
7641110042406969,DON MILLER & SONS PLUMBIN,0.47,0.47,0.47,,,,0.13,0.13,0.13,,
7641110042406970,NEMO PROPERTIES          ,0.27,,0.27,,,,0.11,0.09,0.11,,
7641110042406972,WAGNER'S IMPORT SERVICE C,0.62,0.62,0.62,,,,0.13,0.13,0.13,,
7641110042406977,COCONUT GRILL            ,0.32,0.32,0.32,,,,0.11,0.11,0.11,,
7641110042406978,SILICON VALLEY ASSOCIATIO,0.52,0.52,0.52,,,,0.08,0.08,0.08,,
7641110042406982,SUNSET SIGNS             ,0.22,,0.22,,,,0.11,0.08,0.11,,
7641110042406986,ROSIE'S LUNCH TO YOU     ,0.22,0.22,0.22,0.02,,,0.18,0.18,0.18,0.18,
7641110042406990,PERFECT FIT WEST         ,0.27,0.27,0.27,0.27,,,0.13,0.13,0.13,0.13,
7641110042406992,SUNNY SLOPE TREES        ,0.11,0.11,0.11,,,,,0.08,,,
7641110042406994,SAND PEOPLE - 12         ,0.17,,0.17,0.07,,,0.13,0.13,0.13,0.13,
7641110042406996,SAN DIEGO LEATHER INC    ,0.32,0.32,0.32,0.32,,,0.11,0.11,0.11,0.11,
7641110042406998,VAIL PLAZA CONDOMINIUM AS,0.17,,0.17,,,,0.13,0.13,0.13,,
7641110042407002,FRIARS ROAD PET HOSPITAL ,0.42,0.42,0.42,0.42,,,,,,0.11,
7641110042407010,TGG ACCOUNTING           ,0.27,0.27,0.27,,,,0.095,0.095,0.095,,
7641110042407013,QUALITY INN ANAHEIM MAING,0.18,,0.18,,,,0.08,0.08,0.08,,
7641110042407019,TURQUOISE BEACH HAWAII   ,0.12,0.12,0.12,,,,0.15,0.15,0.15,,
7641110042407020,LOS ANGELES CHAPTER OF AM,0.52,0.52,0.52,,,,0.08,0.08,0.08,,
7641110042407022,TURQUOISE BEACH HAWAII   ,0.12,0.12,0.12,,,,0.15,0.15,0.15,,
7641110042407024,HACIENDA DE VEGA         ,0.1,0.1,0.1,,,,0.1,0.08,0.1,,
7641110042407025,PAIA FISHMARKET SOUTHSIDE,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042407030,ISLAND BIKER             ,0.27,,0.27,,,,0.1,0.1,0.1,,
7641110042407032,PURE ELEMENTS - HOOVER M.,0.27,,0.27,,,,0.23,0.23,0.23,,
7641110042407036,TACO ADOBE               ,0.17,0.17,0.17,,,,0.12,0.08,0.12,,
7641110042407037,OUT OF THE PARK PIZZA    ,0.06,0.06,0.06,,,,0.1,0.08,0.1,,
7641110042407041,GAYNORS AUTOMOTIVE SC    ,0.06,0.06,0.06,0.09,,,,,,,
7641110042407042,GAYNORS AUTOMOTIVE CP    ,0.06,0.06,0.06,0.09,,,,,,,
7641110042407043,GAYNORS AUTOMOTIVE DT    ,0.06,0.06,0.06,0.09,,,,,,,
7641110042407044,GAYNORS AUTOMOTIVE HD    ,0.06,0.06,0.06,0.09,,,,,,,
7641110042407047,MAUI FLORAL ONLINE       ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042407054,RED DAHLIA               ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042407065,EPLASTICS                ,0.09,,0.09,,,,,0.08,,,
7641110042407066,EPLASTICS                ,0.09,,0.09,,,,,0.08,,,
7641110042407067,SHERIDAN'S 52ND AVE SPORT,0.24,0.24,0.24,,,,0.15,0.15,0.15,,
7641110042407068,AMECI'S NEWBURY PARK     ,0.42,0.42,0.42,,,,0.08,0.08,0.08,,
7641110042407069,HARBORTOWN POINT RESORT -,0.42,0.42,0.42,,,,0.17,0.12,0.17,,
7641110042407076,HIC MAUI OUTLETS         ,0.12,0.12,0.12,0.05,,,0.13,0.12,0.13,0.11,
7641110042407085,ECONO LODGE INN & SUITES ,0.07,,0.07,,,,0.08,0.08,0.08,,
7641110042407098,BABY'S CLOSE-UP          ,0.27,,0.27,,,,0.16,0.09,0.16,,
7641110042407102,ANDERSEN'S BAKERY        ,0.07,0.07,0.07,,,,0.095,0.095,0.095,,
7641110042407121,"OGAWA, LAU, NAKAMURA & JE",0.77,0.77,0.77,,,,0.18,0.18,0.18,,
7641110042407126,UNIVERSITY AUTO CENTER   ,0.12,,0.12,,,,0.09,0.08,0.09,,
7641110042407128,RIVER CITY BICYCLES ONLIN,0.11,0.11,0.11,,,,0.21,0.16,0.21,,
7641110042407140,CEDAR VALLEY PLUMBING SUP,0.07,0.07,0.07,0.02,,,0.14,0.09,0.14,0.09,
7641110042407150,WHITE HOUSE CLEANERS     ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042407151,CORDIAL CLEANERS         ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042407157,OTTAVIO'S ITALIAN RESTAUR,0.1,,0.1,,,,,0.08,,,
7641110042407158,CAMARILLO OPTOMETRY      ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042407169,BABY'S CLOSE-UP          ,0.27,,0.27,,,,0.11,0.09,0.11,,
7641110042407173,BILLIARDS & BARSTOOLS    ,0.2,0.2,0.2,,,,,0.08,,,
7641110042407174,BILLIARDS & BARSTOOLS    ,0.2,0.2,0.2,,,,,0.08,,,
7641110042407175,BILLIARDS & BARSTOOLS    ,0.2,0.2,0.2,,,,,0.08,,,
7641110042407178,COMFORT SUITES GLENDALE  ,0.1,,0.1,,,,,0.13,,,
7641110042407189,SWEETWATER INN           ,0.12,0.12,0.12,,,,,0.08,,,
7641110042407190,MAUI ACTIVITY CONCIERGE  ,0.21,0.21,0.21,,,,0.11,0.21,0.11,,
7641110042407202,GO DOG LA                ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042407225,GARDEN HOME DENTAL       ,3.01,3.01,3.01,,,,,,,,
7641110042407230,THE SPEAKEASY            ,0.22,0.22,0.22,,,,0.095,0.095,0.095,,
7641110042407236,"NEW YORK DELI, LLC       ",0.22,,0.22,,,,0.095,0.095,0.095,,
7641110042407244,ROCK COLLISION AND CLASSI,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042407246,CHIZU                    ,0.32,0.32,0.32,,,,0.13,0.13,0.13,,
7641110042407248,BEACHWALKER INN & SUITES ,0.16,0.16,0.16,,,,,0.08,,,
7641110042407253,INGO'S TASTY DINER       ,0.02,,0.02,,,,0.1,0.1,0.1,,
7641110042407259,GREEN OVAL MOTORS        ,0.17,0.17,0.17,0.02,,,0.12,0.12,0.12,0.12,
7641110042407264,DAYS INN                 ,0.16,,0.16,,,,,0.08,,,
7641110042407275,TIMELESS FLOOR COMPANY   ,0.17,,0.17,,,,0.08,0.08,0.08,,
7641110042407279,DENTAL ARTS OF SANTA BARB,0.32,0.32,0.32,,,,0.11,0.09,0.11,,
7641110042407281,TCR TYLER                ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042407284,"JOE BIKE, INC.           ",0.09,0.09,0.09,0.09,,,0.13,0.13,0.13,0.13,
7641110042407293,"CQ COMMUNICATIONS, INC.  ",1.02,,1.02,,,,,0.13,,,
7641110042407317,THE BUFFALO RESTAURANT   ,0.32,0.32,0.32,,,,0.13,0.13,0.13,,
7641110042407325,AURORA MILLS ARCHITECTURA,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042407330,IDENTITY BOARD SHOP      ,0.12,,0.12,0.12,,,0.11,0.08,0.11,0.11,
7641110042407340,THE POTHOLDER CAFE P3    ,0.02,,0.02,,,,0.075,0.075,0.075,,
7641110042407358,LAWRENCE MARK KOPLIN MD  ,3.01,3.01,3.01,,,,,,,,
7641110042407359,ROXSAN SURGERY CENTER    ,3.01,3.01,3.01,,,,,,,,
7641110042407367,CEDAR HOUSE SPORT HOTEL  ,0.1,0.1,0.1,,,,0.1,0.1,0.1,,
7641110042407370,CAFE MAMBO               ,0.12,,0.12,,,,0.13,0.13,0.13,,
7641110042407374,SALON DANA               ,0.27,,0.27,,,,,0.13,,,
7641110042407377,MAD & VIN                ,0.17,0.17,0.17,,,,0.15,0.09,0.15,,
7641110042407392,SEASONS GIFTS & CONFECTIO,0.22,0.22,0.22,,,,0.09,0.09,0.09,,
7641110042407397,JORDANNE GALLERY         ,0.22,0.22,0.22,,,,,0.13,,,
7641110042407403,BAJA GRILL               ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042407440,HAWAIIAN OCEAN PROMOTIONS,0.22,0.22,0.22,,,,,0.13,,,
7641110042407442,KINGS CHINESE BARBECUE   ,0.38,,0.38,,,,0.12,0.12,0.12,,
7641110042407452,CALIFORNIA SIGNAL #1     ,0.12,,0.12,0.12,,,0.11,0.08,0.11,0.11,
7641110042407454,GREENTECH HEAT SOLUTIONS ,0.12,0.12,0.12,,,,,0.13,,,
7641110042407460,MAUI MAGIC               ,1.91,,1.91,,,,0.21,0.21,0.21,,
7641110042407464,"HEAD ARTS, INC.          ",0.32,,0.32,,,,0.13,0.13,0.13,,
7641110042407465,"JAN T FUJITA M.D., INC   ",1.02,,1.02,,,,0.13,0.13,0.13,,
7641110042407471,KINGS CHINESE BBQ        ,0.37,,0.37,,,,0.13,0.13,0.13,,
7641110042407478,CONSUMER ATTORNEYS OF SAN,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042407491,THERE BE MONSTERS        ,0.09,0.09,0.09,,,,0.1,0.1,0.1,,
7641110042407548,LA PALOMA MARKET & RESTAU,0.17,0.17,0.17,0.17,0.17,,0.11,0.11,0.11,0.11,0.11
7641110042407565,GREAT WINE BUYS          ,0.37,0.37,0.37,0.02,,,0.13,0.13,0.13,0.13,
7641110042407578,THE BICYCLE STAND        ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042407581,PORKY'S PIZZA CORONA HILL,0.12,0.12,0.12,,,,0.1,0.1,0.1,,
7641110042407582,ON DUTY UNIFORMS         ,0.17,0.17,0.17,,,,0.11,0.11,0.11,,
7641110042407588,MISSION OAKS CHIROPRACTIC,0.92,0.92,0.92,,,,0.09,0.09,0.09,,
7641110042407597,HAWAII NET               ,0.32,0.32,0.32,,,,,,,,
7641110042407620,WINE + BEER              ,0.07,0.07,0.07,,,,0.07,0.07,0.07,,
7641110042407629,DERMATOLOGY ASSOCIATES 1S,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042407630,DERMATOLOGY ASSOCIATES 2S,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042407633,DUNE COFFEE ROASTERS     ,0.02,0.02,0.02,,,,0.11,0.09,0.11,,
7641110042407634,MAUI MARBLE & GRANITE    ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042407651,805 BAR AND GRILLED CHEES,0.06,0.06,0.06,,,,0.08,0.08,0.08,,
7641110042407652,VICTORIA                 ,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042407676,LUIGI'S ITALIAN DELI     ,0.12,0.12,0.12,,,,0.15,0.15,0.15,,
7641110042407678,CASSELL'S HAMBURGERS     ,0.02,0.02,0.02,,,,0.13,0.13,0.13,,
7641110042407684,CAFE ON PARK             ,0.17,0.17,0.17,,,,0.07,0.07,0.07,,
7641110042407689,PRISM BOUTIQUE           ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042407692,AQUA ADVENTURES          ,0.42,1.32,0.42,,,,0.11,0.13,0.11,,
7641110042407704,ZIQUIN LIFE              ,0.52,0.52,0.52,,,,0.13,0.13,0.13,,
7641110042407712,BURRASCA                 ,0.21,0.21,0.21,,,,0.1,0.1,0.1,,
7641110042407713,DERMATOLOGY ASSOCIATES 1L,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042407714,DERMATOLOGY ASSOCIATES 2L,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042407742,JOE-BIKE.COM             ,0.09,0.09,0.09,,,,0.13,0.13,0.13,,
7641110042407748,BROOKS WOODCRAFT SHOP    ,0.29,0.29,0.29,,,,0.13,0.13,0.13,,
7641110042407756,"FARMSTEAD, LLC           ",0.05,,0.05,,,,0.07,0.07,0.07,,
7641110042407765,PRODIVER MAUI            ,0.22,1.76,0.22,,,,0.11,0.21,0.11,,
7641110042407767,MISSION VALLEY OMS       ,0.12,0.12,0.12,0.12,,,,,,,
7641110042407782,SACRAMENTO SURGICAL ARTS ,0.37,0.37,0.37,,,,,,,,
7641110042407784,SACRAMENTO SURGICAL ARTS ,0.37,0.37,0.37,,,,,,,,
7641110042407785,SACRAMENTO SURGICAL ARTS ,0.37,0.37,0.37,,,,,,,,
7641110042407787,THREE SIXTY              ,0.09,0.09,0.09,,,,0.1,0.1,0.1,,
7641110042407788,LAPELLAH                 ,0.08,0.08,0.08,,,,0.1,0.1,0.1,,
7641110042407791,BUTTERS HOLLIS & ASSOCIAT,0.22,0.22,0.22,,,,,,,,
7641110042407794,AMECI TAPO               ,0.17,0.17,0.17,,,,0.1,0.1,0.1,,
7641110042407796,BULLOCK FAMILY DENTAL    ,0.37,0.37,0.37,,,,0.1,0.1,0.1,,
7641110042407799,SHEILA'S WINE BAR & CAFE ,0.12,0.12,0.12,,,,0.085,0.085,0.085,,
7641110042407830,BIGGS HARLEY-DAVIDSON    ,0.09,0.09,0.09,0.09,,,0.07,0.07,0.07,,
7641110042407841,ALLE-PIA FINE CURED MEATS,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042407842,THE CEDAR HOUSE SPORT HOT,0.1,0.1,0.1,,,,0.1,0.1,0.1,,
7641110042407848,WASHINGTON SQUARE ENDODON,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
