MID,DBA Name,VI/MC,AMEX,DISC,DEBIT,EBT,,VI/MC,AMEX,DISC,DEBIT,EBT
7641110042410349,SO CAL IMPORTS INC       ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042410352,"NASIF, HICKS, HARRIS & CO",0.26,0.26,0.26,,,,0.23,0.23,0.23,,
7641110042410358,CONTINENTAL MOTOR WORKS  ,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042410362,MIZZA                    ,0.06,0.06,0.06,,,,0.075,0.075,0.075,,
7641110042410364,SATORI SALON -ZAIRRAH    ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042410366,LITTLE TOES AND FINGERS U,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042410367,ACE DENTAL SPECIALTIES   ,0.16,0.16,0.16,,,,0.1,0.1,0.1,,
7641110042410368,GARDEN COURT HOTEL       ,0.06,,0.06,,,,0.03,0.11,0.03,,
7641110042410372,MATT DENNY'S ALE HOUSE   ,0.06,0.06,0.06,,,,0.07,0.07,0.07,,
7641110042410374,BEAVERTON MOTORCYCLE PART,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410375,BEAVERTON MOTORCYCLE SALE,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410376,NEWBERG DODGE CHRYSLER JE,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410377,BEAVERTON MOTORCYCLES SER,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410378,POMARIUS NURSERY         ,0.26,0.26,0.26,,,,0.1,0.1,0.1,,
7641110042410379,LAGUNA RIVIERA HOTEL     ,0.06,,0.06,,,,0.03,0.11,0.03,,
7641110042410380,THE STANDARD MIAMI BEACH ,0.06,,0.06,,,,0.03,0.11,0.03,,
7641110042410381,THE STANDARD MIAMI BEACH ,0.06,,0.06,,,,0.03,0.11,0.03,,
7641110042410382,THE STANDARD MIAMI BEACH ,0.06,,0.06,,,,0.07,0.11,0.07,,
7641110042410383,THE STANDARD MIAMI BEACH ,0.06,,0.06,,,,0.03,0.11,0.03,,
7641110042410384,THE STANDARD HOLLYWOOD F&,0.06,,0.06,,,,0.07,0.11,0.07,,
7641110042410385,THE STANDARD HOLLYWOOD   ,0.06,,0.06,,,,0.03,0.11,0.03,,
7641110042410387,THE STANDARD DOWNTOWN LA ,0.06,,0.06,,,,0.03,0.11,0.03,,
7641110042410388,THAIRAPY WITH LEIGH      ,0.21,0.36,0.21,,,,0.13,0.13,0.13,,
7641110042410390,RERACK                   ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410394,SOLOMON'S BAKERY         ,0.21,0.21,0.21,,,,0.09,0.09,0.09,,
7641110042410395,DANJI                    ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042410396,ASPIRE FURNITURE         ,0.36,,0.36,,,,0.03,0.03,0.03,,
7641110042410397,DUKE'S CHARBROILER       ,0.06,0.06,0.06,,,,0.11,0.11,0.11,,
7641110042410398,CREAMISTRY DANVILLE      ,0.01,0.01,0.01,,,,0.12,0.12,0.12,,
7641110042410399,SANTA BARBARA CONTRACTORS,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042410402,"SHIKOSHA, INC            ",0.24,0.24,0.24,,,,0.03,0.03,0.03,,
7641110042410403,LLEWELLYN SUPPLY COMPANY ,0.11,0.11,0.11,0.01,,,0.03,0.03,0.03,0.38,
7641110042410404,KIWI JOHNS               ,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042410405,HO'OKIPA SURF            ,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042410409,MERAKI                   ,0.11,0.11,0.11,,,,0.1,0.1,0.1,,
7641110042410411,THE SHORES               ,0.16,0.16,0.16,,,,0.1,0.1,0.1,,
7641110042410412,TIMBERS KAUAI            ,0.16,0.36,0.16,,,,0.13,0.13,0.13,,
7641110042410416,HUALANI'S                ,0.16,0.36,0.16,,,,0.13,0.13,0.13,,
7641110042410421,ENCINITAS CHAMBER OF COMM,0.27,0.27,0.27,,,,0.07,0.07,0.07,,
7641110042410422,ENCINITAS CHAMBER OF COMM,0.27,0.27,0.27,,,,0.07,0.07,0.07,,
7641110042410424,ULTIMATE AIRSTREAMS      ,0.06,0.035,0.06,,,,0.08,0.08,0.08,,
7641110042410425,AANW STORAGE             ,0.06,0.035,0.06,,,,0.08,0.08,0.08,,
7641110042410426,MOMIJI JAPANESE SUSHI BAR,0.26,0.26,0.26,,,,0.09,0.09,0.09,,
7641110042410428,SIMPLE AGAIN             ,0.09,0.09,0.09,,,,0.11,0.11,0.11,,
7641110042410432,THE JOINERY              ,0.16,0.16,0.16,,,,0.03,0.03,0.03,,
7641110042410434,BEAVERTON HONDA SALES    ,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410435,BEAVERTON HONDA PARTS    ,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410436,BEAVERTON KIA SALES      ,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410437,BEAVERTON KIA PARTS      ,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410438,BEAVERTON KIA SERVICE    ,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410439,BEAVERTON INFINITI SALES ,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410440,BEAVERTON INFINITI PARTS ,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410441,BEAVERTON HONDA SERVICE  ,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410442,BEAVERTON INFINITI SERVIC,0.06,,0.06,0.06,,,0.13,0.13,0.13,0.18,
7641110042410443,ARENSDORF CHIROPRACTIC   ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410444,THE JOINERY - ONLINE     ,0.16,0.16,0.16,,,,0.03,0.03,0.03,,
7641110042410447,SAFARI CLUB RESTAURANT   ,0.26,0.36,0.26,,,,0.1,0.1,0.1,,
7641110042410448,UNIS TRANSPORTATION      ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410452,STAGECOACH CO. WINE TOURS,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042410456,SULLIVAN GOSS AMERICAN GA,0.26,0.26,0.26,,,,0.18,0.18,0.18,,
7641110042410457,CAPRICCIO                ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042410461,CANYON AUTO BODY         ,0.06,,0.06,,,,0.13,0.13,0.13,,
7641110042410463,EKI CYCLERY              ,0.11,0.11,0.11,0.13,,,0.18,0.18,0.18,0.23,
7641110042410467,GARDEN MONSTERS          ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042410468,AMAZING GRACE ULTRASOUND ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042410470,PRESTIGE CLEANERS        ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410475,TED'S AUTOMOTIVE MACHINE ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410477,BENCHMARKPORTAL          ,0.16,0.06,0.16,,,,0.13,0.13,0.13,,
7641110042410483,"ALLEN & KIMBELL, LLP     ",0.36,0.36,0.36,,,,0.18,0.18,0.18,,
7641110042410486,MY GREEK KITCHEN         ,0.09,0.09,0.09,,,,0.12,0.12,0.12,,
7641110042410488,SERENITY HELICOPTERS ONLI,0.13,0.13,0.13,,,,0.13,0.13,0.13,,
7641110042410489,AIR MAUI ONLINE          ,0.13,0.13,0.13,,,,0.13,0.13,0.13,,
7641110042410491,GERGEN CONSTRUCTION      ,0.31,0.31,0.31,,,,0.23,0.23,0.23,,
7641110042410492,SENATOR JONES            ,0.31,0.31,0.31,,,,0.1,0.1,0.1,,
7641110042410493,OPAQUE                   ,0.31,0.31,0.31,,,,0.1,0.1,0.1,,
7641110042410495,WEST MAUI PARASAIL       ,0.13,0.13,0.13,,,,0.13,0.11,0.13,,
7641110042410496,WEST MAUI PARASAIL       ,0.13,0.13,0.13,,,,0.13,0.11,0.13,,
7641110042410498,"MIGRATION BREWING, LLC   ",0.21,0.21,0.21,,,,0.11,0.11,0.11,,
7641110042410500,"MARK'S MEAT, INC         ",0.21,0.21,0.21,,,,0.1,0.1,0.1,,
7641110042410507,KEMP'S WINDOWS           ,0.56,0.56,0.56,,,,0.13,0.13,0.13,,
7641110042410510,YMCA CAMP KEANAE         ,0.13,0.13,0.13,,,,0.13,0.13,0.13,,
7641110042410511,BOULEVARD OPTOMETRY INC  ,0.36,0.36,0.36,0.01,,,0.11,0.11,0.11,0.03,
7641110042410514,TANTE'S FISH MARKET      ,0.17,0.17,0.17,,,,0.11,0.11,0.11,,
7641110042410519,WARREN BRANDLE MD MS     ,1.01,1.01,1.01,,,,0.13,0.13,0.13,,
7641110042410520,PERFECT TIMING ULTRASOUND,0.41,0.41,0.41,,,,0.18,0.18,0.18,,
7641110042410526,CA'DARIO PASTA VELOCE    ,0.06,0.06,0.06,,,,0.12,0.12,0.12,,
7641110042410527,LAGUNA BEACH LODGE       ,0.01,0.01,0.01,,,,0.12,0.12,0.12,,
7641110042410528,OUTRIGGER REEF POOL DESK ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042410529,UNDER A HULA MOON KAILUA ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042410530,MOTEL 6 AZUSA            ,0.11,,0.11,0.11,,,0.08,0.08,0.08,0.08,
7641110042410531,ASTRO PAPER AND ENVELOPES,0.14,0.31,0.14,,,,0.11,0.11,0.11,,
7641110042410533,KRUEGER & LENOX ORAL AND ,0.3,,0.3,,,,0.13,0.13,0.13,,
7641110042410534,WILD BIRDS UNLIMITED     ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042410538,JRC ENVELOPES & MANUFACTU,0.14,0.31,0.14,,,,0.11,0.11,0.11,,
7641110042410539,MATTSON HELLICKSON DENTAL,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042410541,NOMADS CANTEEN           ,0.09,0.01,0.09,,,,0.07,0.07,0.07,,
7641110042410551,KRUEGER & LENOX ORAL AND ,0.3,,0.3,,,,0.13,0.13,0.13,,
7641110042410554,TULSA RIB COMPANY        ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042410555,KAHANA VILLAGE LLC       ,0.09,,0.09,,,,0.03,0.03,0.03,,
7641110042410556,BUGATTIS                 ,0.26,0.26,0.26,,,,0.08,0.08,0.08,,
7641110042410557,BUGATTIS                 ,0.26,0.26,0.26,,,,0.08,0.08,0.08,,
7641110042410558,BUGATTIS                 ,0.26,0.26,0.26,,,,0.08,0.08,0.08,,
7641110042410560,REAL SELECT INTERNATIONAL,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410563,PRISM COSTA MESA         ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410566,TIMBERS LUXURY RENTALS   ,0.16,0.36,0.16,,,,0.13,0.13,0.13,,
7641110042410570,EVANGELINA BOUTIQUE OXNAR,0.16,0.16,0.16,,,,0.1,0.1,0.1,,
7641110042410580,GARDEN FEVER             ,0.06,0.06,0.06,,,,0.11,0.11,0.11,,
7641110042410590,ROMA ITALIAN DELI        ,0.16,0.16,0.16,,,,0.09,0.09,0.09,,
7641110042410598,THE PENCIL TEST - RENTON ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410602,THE SEBASTIAN VAIL - F&B ,0.17,,0.17,,,,0.13,0.13,0.13,,
7641110042410603,THE SEBASTIAN VAIL       ,0.17,,0.17,,,,0.13,0.13,0.13,,
7641110042410604,THE SEBASTIAN VAIL - SPA ,0.17,,0.17,,,,0.13,0.13,0.13,,
7641110042410605,THE SEBASTIAN VAIL - BASE,0.17,,0.17,,,,0.13,0.13,0.13,,
7641110042410625,TAP'D VENTURA            ,0.11,0.11,0.11,,,,0.09,0.09,0.09,,
7641110042410629,GIULIANA HAUTE COUTURE   ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042410630,"MOIR'S POOL, SPA & PATIO ",0.16,,0.16,,,,0.11,0.11,0.11,,
7641110042410632,VAN SPECIALTIES INC      ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410633,FLANNEL                  ,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042410637,INSULATE SB              ,0.41,0.41,0.41,,,,0.03,0.03,0.03,,
7641110042410638,TIMBERS - BEACH CLUB BAR ,0.17,0.36,0.17,,,,0.17,0.17,0.17,,
7641110042410639,TIMBERS - KIAWAH         ,0.17,0.36,0.17,,,,0.17,0.17,0.17,,
7641110042410641,PAIA FISHMARKET WAIKIKI  ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042410642,PLACE TO SHOOT           ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410643,PURE ELEMENTS - LUPE     ,0.26,0.26,0.26,,,,0.23,0.23,0.23,,
7641110042410645,ELIZABETH GORDON GALLERY ,0.41,0.41,0.41,,,,0.18,0.18,0.18,,
7641110042410648,L&L BEAUTY               ,0.41,0.41,0.41,,,,0.1,0.1,0.1,,
7641110042410649,TOMORROW RECORDS         ,0.41,0.41,0.41,,,,0.1,0.1,0.1,,
7641110042410650,THE FIX - TIARI          ,0.27,0.27,0.27,,,,0.14,0.14,0.14,,
7641110042410653,BEST MOBILITY PRODUCTS   ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410655,SATORI SALON - JESSICA   ,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042410657,DESCHUTES PEDIATRIC DENTI,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410659,TYGER TYGER AND MONKEYSHI,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410673,PINE STATE BISCUITS - REN,0.11,0.11,0.11,,,,0.09,0.09,0.09,,
7641110042410675,HEALDSBURG SPOKE FOLK CYC,0.32,0.32,0.32,0.01,,,0.11,0.11,0.11,0.28,
7641110042410676,LES MARCHANDS WINE BAR & ,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410677,HELENA AVENUE BAKERY GIFT,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410678,SANTA BARBARA WINE COLLEC,0.04,0.04,0.04,,,,0.06,0.06,0.06,,
7641110042410679,TYGER TYGER MONKEYSHINE G,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410685,STUTTGART AUTOTECH       ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042410689,AWARDS & TROPHIES CO     ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410691,OREGON ENDODONTIC GROUP  ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410718,EL RANCHERO MEXICAN FOOD ,0.14,,0.14,,,,0.16,0.16,0.16,,
7641110042410720,DELIVERY SB              ,0.06,0.06,0.06,,,,0.08,0.08,0.08,,
7641110042410722,VIVA MODERN MEXICAN      ,0.06,0.06,0.06,,,,0.075,0.075,0.075,,
7641110042410725,ALOHA FREIGHT FORWARDERS ,0.41,0.41,0.41,,,,0.13,0.13,0.13,,
7641110042410730,SOCIAL HOUR COFFEE ROASTE,0.26,0.26,0.26,,,,0.07,0.07,0.07,,
7641110042410746,THE PERFECT FIT          ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410749,"ZAC'S FUMIGATION, INC.   ",0.26,0.26,0.26,,,,0.18,0.18,0.18,,
7641110042410751,THE PERFECT FIT (OXNARD) ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410754,HOME CARE SOLUTIONS      ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410762,PENJOYAN PRODUCE         ,0.06,0.06,0.06,,,,0.13,0.13,0.13,,
7641110042410765,BOSSIE'S KITCHEN         ,0.11,0.11,0.11,,,,0.07,0.07,0.07,,
7641110042410767,ALPHA LAMDA GROUP LLC    ,0.41,0.41,0.41,,,,0.105,0.105,0.105,,
7641110042410772,KILIAN                   ,0.31,0.31,0.31,,,,0.18,0.18,0.18,,
7641110042410775,QUICK STOP FOOD MART     ,0.01,0.01,0.01,,,,0.1,0.1,0.1,,
7641110042410778,KAUAI VACATION ACTIVITIES,0.36,0.36,0.36,,,,0.08,0.08,0.08,,
7641110042410781,CAPTAIN JACK'S           ,0.05,,0.05,,,,0.06,0.08,0.06,,
7641110042410785,ZIVEL                    ,0.26,0.26,0.26,,,,0.08,0.08,0.08,,
7641619030000151,CHUCK'S OF HAWAII        ,0.12,,0.12,,,,0.11,0.12,0.11,,
7641619030000253,GEORGETOWN SUITES HARBOR ,0.13,,0.13,0.25,,,,0.12,0.03,,
7641619740000727,THE FRAME FACTORY-ALEXAND,0.31,0.31,0.31,0.31,,,0.13,0.13,0.18,,
7641619740000728,THE FRAME FACTORY-VIENNA ,0.31,0.31,0.31,0.31,,,0.13,0.13,0.18,,
7641619740002846,DUANGRATS THAI RESTUARANT,0.51,0.51,0.51,0.51,,,0.13,0.12,0.13,,
7641619740002847,RABIENG THAI RESTAURANT  ,0.51,0.51,0.51,0.51,,,0.13,0.12,0.13,,
7641906204000010,CASCADE COTTONS          ,0.27,0.27,0.27,0.05,0.27,,0.12,0.13,0.12,0.22,
7641906204000076,MERCER ADVISORS          ,0.23,,0.23,0.23,0.23,,0.11,0.11,0.11,,
7641906204000078,MOJAVE RESORT            ,1.79,0.27,1.79,1.79,1.79,,0.23,0.23,0.23,,
7641906204000082,CONNELL CHEVROLET        ,0.07,,0.07,,0.07,,0.09,0.08,0.09,,
7641906204000096,HIC - LAHAINA            ,0.12,0.12,0.12,0.05,0.12,,0.13,0.12,0.13,0.11,
7641906204000097,KEN VAN DAMME'S AUTOMOTI ,0.36,0.36,0.36,,0.36,,0.13,0.11,0.13,,
7641906204000114,"DAVID J HINRICHS, DDS    ",0.32,0.32,0.32,0.32,0.32,,0.23,0.28,0.23,,
7641906204000138,"HAMMERHEAD INDUSTRIES, I ",0.23,0.23,0.23,0.23,0.23,,0.11,0.11,0.11,,
7641906204000145,HB SCOOTER               ,0.22,0.22,0.22,0.05,0.22,,0.13,0.13,0.13,0.27,
7641906204000148,DESIGNS IN GOLD          ,0.17,0.17,0.17,0.17,0.17,,0.11,0.13,0.11,,
7641906204000159,DIGITAL FUSION CREATIVE  ,0.17,0.17,0.17,0.17,0.17,,0.23,0.23,0.23,,
7641906204000160,OLIVE BOUTIQUE           ,0.21,0.21,0.21,0.27,0.27,,0.13,0.13,0.13,,
7641906204000168,BIGBULLDOGS.COM          ,0.55,0.6,0.47,0.05,0.6,,0.03,0.08,0.12,0.07,
7641906204000169,SNORKEL DEPOT - KAPA'A   ,0.45,,0.45,0.5,0.5,,0.18,0.12,0.83,,
7641906204000173,PAMPLEMOUSSE GRILLE      ,0.16,,0.16,0.22,0.22,,0.03,0.11,0.03,,
7641906204000176,CREPES NO KA'OI          ,0.2,0.2,0.2,0.2,0.2,,0.12,0.12,0.12,,
7641906204000189,KATIN SURF SHOP          ,0.14,0.14,0.14,0.05,0.14,,0.09,0.08,0.09,0.26,
7641906204000234,KUALOA RANCH - A3H       ,0.1,,0.1,0.1,0.1,,0.13,0.12,0.13,,
7641906204000235,KUALOA RANCH - FF        ,0.1,,0.1,0.1,0.1,,0.13,0.12,0.13,,
7641906204000236,SCANDINAVIAN SPECIALTIES ,0.01,0.01,0.01,0.07,0.01,,,0.13,0.13,,
7641906204000237,KUALOA RANCH - AC        ,0.1,,0.1,0.05,0.1,,0.13,0.12,0.13,0.18,
7641906204000238,KUALOA RANCH - VC        ,0.09,,0.09,0.05,,,0.13,0.12,0.13,0.18,
7641906204000274,MAIN ST. JEWELERS        ,0.51,0.51,0.51,0.05,0.66,,,0.13,0.13,0.27,
7641906204000291,ZENTRUM MOTORS           ,0.12,0.12,0.12,0.05,,,0.09,0.19,0.19,0.17,
7641906204000296,EVOLUTION SALON          ,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641906204000302,"REMAX FINE HOMES, CANADA ",0.88,0.93,0.88,0.93,0.93,,0.18,0.28,,,
7641906204000303,PURE ELEMENTS - JENNA    ,0.27,0.27,0.27,0.27,0.27,,0.23,0.23,0.23,,
7641906204000326,FIX AUTO PORTLAND DOWNTOW,0.23,0.29,0.16,0.05,0.29,,0.03,0.08,0.03,0.22,
7641906204000425,ALOHA KIA - HILO         ,0.21,,0.21,0.05,0.21,,0.13,0.13,0.13,0.41,
7641906204000426,ALOHA KIA - MAUI         ,0.21,,0.21,0.05,0.21,,0.13,0.13,0.13,0.41,
7641906204000445,POR QUE NO TAQUERIA      ,0.09,0.09,0.09,,,,0.13,0.13,0.13,,
7641906204000498,WINDMILL NURSERY         ,0.21,0.21,0.21,0.27,0.21,,0.13,0.11,0.13,,
7641906204000509,MR SUB WHOLESALE         ,0.27,,0.27,0.27,0.27,,0.16,0.08,0.16,,
7641906204000546,IMRIE                    ,0.2,,0.2,0.2,0.2,,0.08,0.08,0.08,,
7641906204000549,CABE TOYOTA SALES        ,0.16,,0.16,,0.16,,0.13,0.18,0.13,,
7641906204000550,CABE TOYOTA SERVICE      ,0.15,,0.15,,,,0.13,0.18,0.13,,
7641906204000551,CABE TOYOTA PARTS        ,0.16,0.16,0.16,0.16,,,0.13,0.18,0.13,,
7641906204000562,MADISON                  ,0.05,,0.05,0.05,0.05,,0.09,0.13,0.09,,
7641906204000563,MADISON                  ,0.05,,0.05,0.05,0.05,,0.09,0.13,0.09,,
7641906204000564,MADISON                  ,0.05,,0.05,0.05,0.05,,0.09,0.13,0.09,,
7641906204000579,ALCHEMY                  ,0.26,0.26,0.26,0.26,0.26,,0.13,0.13,0.13,,
7641906204000580,SAN FRANCISCO MASSAGE SU ,0.32,0.32,0.32,0.32,0.32,,0.23,0.23,0.23,,
7641906204000590,"COGI, INC.               ",0.27,0.27,0.27,0.27,0.27,,0.11,0.13,0.13,,
7641906204000595,THE HOBNOB               ,0.13,0.13,0.13,0.13,0.13,,0.11,0.08,0.11,,
7641906204000623,JEDLICKAS.COM            ,0.11,0.11,0.11,0.11,,,0.13,0.12,0.13,,
7641906204000643,PAPPO                    ,0.24,0.24,0.24,0.24,0.24,,0.11,0.13,0.13,,
7641906204000650,HANSEN RIGGING           ,0.37,0.37,0.37,0.37,0.37,,0.13,0.13,0.13,,
7641906204000656,PORTLAND OUTDOOR STORE   ,0.31,0.31,0.31,0.07,0.31,,0.08,0.18,0.18,0.07,
7641906204000659,PROFESSIONAL AUTO CARE   ,0.17,0.17,0.17,0.17,0.17,,0.13,0.13,0.13,,
7641906204000682,HESS-VERDON ASSOCIATES   ,0.2,0.2,0.2,0.2,0.2,,0.23,0.23,0.18,,
7641906204000683,UNA                      ,0.2,,0.2,,,,0.11,0.13,0.11,,
7641906204000697,JEREMY ARGYLE LLC        ,0.22,0.22,0.22,0.22,0.22,,0.23,0.23,0.23,,
7641906204000714,THE FIX - GIZELL         ,0.27,0.27,0.27,0.27,0.27,,,,,,
7641906204000716,HARRISON HOUSE           ,0.22,0.22,0.22,0.22,0.22,,0.19,0.13,0.19,,
7641906204000774,EL BURRITO GRILL         ,0.24,,0.24,0.24,0.24,,0.17,0.17,0.17,,
7641906204000777,PICTURES PLUS            ,0.22,,0.22,0.22,0.22,,0.18,0.13,0.18,,
7641906204000804,JEFF CHANG POTTERY - WIN ,0.37,0.37,0.37,0.37,0.37,,0.13,0.13,0.13,,
7641906204000834,TACO SURF LOS ALAMITOS   ,0.32,,0.32,0.32,0.32,,,0.11,0.11,,
7641906204000836,TACO SURF SURFSIDE       ,0.32,0.32,0.32,0.32,0.32,,,0.11,0.11,,
7641906204000851,CARIVINTAS WINERY        ,0.32,0.32,0.32,0.32,0.32,,0.23,0.23,0.23,,
7641906204000871,LAPORTA'S RESTAURANT     ,0.12,0.12,0.12,0.12,0.12,,0.1,0.08,0.1,,
7641906204000922,VIEWPOINTS GALLERY       ,0.14,0.14,0.14,0.14,0.14,,0.13,0.08,0.13,,
7641906204000948,FINANCIAL NAVIGATOR INC  ,0.32,0.32,0.32,0.32,0.32,,0.13,0.08,0.13,,
7641906204000973,MINT LEAF VIETNAMESE RES ,0.17,0.17,0.17,0.17,0.17,,0.13,0.13,0.13,,
7641906204000974,"FORM I-9 COMPLIANCE, LLC ",0.12,0.12,0.12,0.12,0.12,,0.15,0.13,0.15,,
7641906204000978,NAPILI VILLAGE           ,0.21,0.22,0.21,,,,0.11,0.08,0.11,,
7641906204000987,CHIN'S OCEANSIDE         ,0.09,,0.09,0.09,0.09,,0.11,0.08,0.11,,
7641906204000988,CHIN'S SZECHWAN          ,0.09,,0.09,0.09,,,0.11,0.08,0.11,,
7641906204000989,CHIN'S ENCINITAS         ,0.09,,0.09,0.09,0.09,,0.11,0.08,0.11,,
7641906204000990,CHIN'S RANCHO BERNARDO   ,0.09,,0.09,0.09,0.09,,0.11,0.08,0.11,,
7641906204001020,RECORD GALLERY 2         ,1.92,1.92,1.92,1.92,1.92,,0.23,0.23,0.18,,
7641906204001024,D.H. WALSH AUTOMOTIVE IN ,0.17,0.17,0.17,0.17,0.17,,0.11,0.11,0.13,,
7641906204001032,AUDUBON HOUSE & TROPICAL ,0.52,0.52,0.52,0.52,0.52,,0.13,0.13,0.13,,
7641906204001044,LE PIGEON                ,0.06,,0.06,,,,0.1,0.1,0.1,,
7641906204001053,"REID V PULLEN, DDS, PC   ",0.22,0.22,0.22,0.22,0.22,,0.13,0.13,0.13,,
7641906204001065,ISLAND UPHOLSTERY        ,0.44,0.49,0.41,0.49,0.49,,0.03,0.08,0.08,,
7641906204001066,LAHAINA ARTS SOCIETY     ,0.22,0.22,0.22,0.22,0.22,,0.08,0.08,0.08,,
7641906204001086,LEEWARD FUNERAL HOME     ,0.27,0.27,0.27,0.27,0.27,,0.13,0.13,0.13,,
7641906204001117,COLOR NAIL SALON         ,0.17,0.17,0.17,0.17,0.17,,0.12,0.12,0.08,,
7641906204001128,BOLT FABRICBOUTIQUE      ,0.41,0.41,0.41,,0.41,,0.13,0.13,0.13,,
7641906204001129,MAUI TROPIX KAHULUI      ,0.09,0.1,0.09,0.12,,,0.16,0.08,0.08,0.07,
7641906204001137,GARY L DEVIAN DDS        ,0.91,0.91,0.91,0.91,0.91,,0.08,0.08,0.18,,
7641906204001145,MAUI TROPIX KIHEI        ,0.09,0.1,0.09,0.12,,,0.16,0.08,0.08,0.07,
7641906204001146,POWELL SKATEBOARDS       ,0.22,,0.22,0.22,0.22,,0.13,0.13,0.13,,
7641906204001147,WWW.SKATEONE.COM         ,0.22,0.22,0.22,0.22,0.22,,0.13,0.13,0.13,,
7641906204001152,MAUI TROPIX LAHAINA      ,0.09,0.1,0.09,0.12,,,0.16,0.08,0.08,0.07,
7641906204001155,PORKY'S PIZZA            ,0.12,,0.12,0.12,0.12,,0.1,0.08,0.1,,
7641906204001156,PORKY'S PIZZA            ,0.12,0.12,0.12,0.12,0.12,,0.1,0.08,0.1,,
7641906204001167,ROSE AUTO REPAIR         ,0.22,,0.22,0.11,0.22,,,0.08,0.08,0.07,
7641906204001178,MAUI BABE                ,1.02,1.02,1.02,1.02,1.02,,0.17,0.18,0.17,,
7641906204001186,IMAGO DEI COMMUNITY      ,0.67,0.67,0.67,0.67,,,0.13,0.13,0.13,,
7641906204001218,VILLAGE GALLERY - RITZ   ,0.22,0.22,0.22,,,,0.14,0.08,0.14,,
7641906204001221,VILLAGE GIFT             ,0.22,0.22,0.22,,,,0.14,0.08,0.14,,
7641906204001222,THE VILLAGE GALLERY-LAHAI,0.22,0.22,0.22,,,,0.14,0.08,0.14,,
